opportunity_code;company_code;contact_code;description;amount_eur;legacy_status;opened_on;expected_close_on;historical_campaign_code;fair_edition_code;stand_area_sqm;client_budget_eur;requested_height_m;brief_notes
OP014361;CO004760;CO004760-P01;Stand refurbishment and installation;96000,00; lost ;27/03/2024;29/09/2024;CMP-2026-OUT;LIVING-2024;120,00;96000,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014362;CO002679;CO002679-P01;Modular stand with new graphics;34000,00; lost ;16/03/2024;14/11/2024;CMP-2024-WEB;FOOD-2024;80,00;30600,00;;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014363;CO000598;CO000598-P02;Exhibition stand with lockable storage;11200,00;WON;17/02/2025;17/05/2025;CMP-2026-OUT;BEAUTY-2025;32,00;12320,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014364;CO008517;CO008517-P01;Modular stand with new graphics;38400,00; lost ;21/06/2025;10/09/2025;CMP-2026-OUT;PACK-2025;48,00;38400,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014365;CO006436;;Modular stand with new graphics;20400,00; lost ;14/03/2025;01/10/2025;CMP-2026-OUT;LIVING-2025;48,00;22440,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014366;CO004355;CO004355-P03;Two-brand stand with shared reception;22400,00;Lost;04/09/2025;22/11/2025;CMP-2024-WEB;FOOD-2025;64,00;20160,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014367;CO002274;CO002274-P01;Two-brand stand with shared reception;40800,00;WON;05/12/2025;25/04/2026;CMP-2026-OUT;BEAUTY-2026;96,00;44880,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014368;CO000193;CO000193-P01;Stand refurbishment and installation;128000,00; qualified ;18/03/2026;02/10/2026;;PACK-2026;160,00;115200,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014369;CO008112;CO008112-P01;Island stand for distributor meetings;22400,00; qualified ;08/04/2026;07/10/2026;CMP-2024-WEB;LIVING-2026;64,00;20160,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014370;CO006031;CO006031-P01;Reuse of last edition's stand;104000,00;WON;27/04/2026;24/10/2026;CMP-2026-OUT;FOOD-2026;160,00;104000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014371;CO003950;CO003950-P02;Corner stand with demonstration counter;38400,00;Qualified;21/06/2026;04/06/2027;CMP-2025-REF;BEAUTY-2027;48,00;34560,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014372;CO001869;CO001869-P01;Two-brand stand with shared reception;52000,00;QUALIFIED;28/05/2026;29/08/2027;CMP-2025-EVENT;PACK-2027;80,00;46800,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014373;CO009788;CO009788-P01;Custom stand for product launch;48000,00;Qualified;21/04/2026;08/10/2027;;LIVING-2027;96,00;43200,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014374;CO007707;CO007707-P01;Island stand for distributor meetings;12000,00;QUALIFIED;01/03/2026;09/11/2027;CMP-2025-REF;FOOD-2027;24,00;13200,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014375;CO005626;CO005626-P02;Two-brand stand with shared reception;60000,00;Won;03/02/2024;10/05/2024;;BEAUTY-2024;120,00;66000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014376;CO003545;CO003545-P01;Custom stand for product launch;156000,00; lost ;15/03/2024;20/09/2024;CMP-2025-EVENT;PACK-2024;240,00;171600,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014377;CO001464;CO001464-P01;Reuse of last edition's stand;40800,00;Won;17/05/2024;19/09/2024;CMP-2026-OUT;LIVING-2024;96,00;44880,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014378;CO009383;CO009383-P03;Custom stand for product launch;104000,00;Won;18/05/2024;09/11/2024;;FOOD-2024;160,00;114400,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014379;CO007302;CO007302-P01;Two-brand stand with shared reception;22400,00;Lost;15/01/2025;10/05/2025;CMP-2025-EVENT;BEAUTY-2025;64,00;24640,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014380;CO005221;CO005221-P01;Reuse of last edition's stand;68000,00;Lost;01/07/2025;21/09/2025;CMP-2025-EVENT;PACK-2025;160,00;74800,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014381;CO003140;CO003140-P03;Modular stand with new graphics;192000,00; lost ;17/05/2025;16/09/2025;CMP-2025-REF;LIVING-2025;240,00;192000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014382;CO001059;;Stand refurbishment and installation;34000,00;Won;26/07/2025;10/10/2025;CMP-2025-REF;FOOD-2025;80,00;30600,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014383;CO008978;CO008978-P02;Two-brand stand with shared reception;32000,00;Won;16/12/2025;01/05/2026;CMP-2026-OUT;BEAUTY-2026;64,00;32000,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014384;CO006897;CO006897-P01;Stand refurbishment and installation;104000,00;WON;08/07/2026;;;PACK-2026;160,00;93600,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014385;CO004816;CO004816-P02;Reuse of last edition's stand;10200,00; qualified ;04/05/2026;24/09/2026;CMP-2025-REF;LIVING-2026;24,00;10200,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014386;CO002735;CO002735-P02;Reuse of last edition's stand;40800,00;Proposal;17/07/2026;19/10/2026;CMP-2024-WEB;FOOD-2026;96,00;44880,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014387;CO000654;CO000654-P01;Exhibition stand with lockable storage;68000,00;Qualified;08/07/2026;30/04/2027;CMP-2025-REF;BEAUTY-2027;160,00;61200,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014388;CO008573;CO008573-P01;Reuse of last edition's stand;41600,00; proposal ;14/05/2026;04/09/2027;CMP-2024-WEB;PACK-2027;64,00;37440,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014389;CO006492;CO006492-P01;Corner stand with demonstration counter;156000,00; qualified ;13/08/2026;13/10/2027;CMP-2026-OUT;LIVING-2027;240,00;171600,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014390;CO004411;CO004411-P01;Island stand for distributor meetings;120000,00; qualified ;06/03/2026;16/10/2027;CMP-2025-EVENT;FOOD-2027;240,00;132000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014391;CO002330;CO002330-P01;Exhibition stand with lockable storage;41600,00; lost ;02/10/2023;02/05/2024;CMP-2025-EVENT;BEAUTY-2024;64,00;;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014392;CO000249;CO000249-P01;Two-brand stand with shared reception;12000,00;Lost;01/06/2024;24/08/2024;;PACK-2024;24,00;10800,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014393;CO008168;CO008168-P03;Stand refurbishment and installation;27200,00;WON;28/04/2024;05/10/2024;;LIVING-2024;;24480,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014394;CO006087;CO006087-P01;Exhibition stand with lockable storage;52000,00;Lost;08/09/2024;23/11/2024;CMP-2025-REF;FOOD-2024;80,00;52000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014395;CO004006;CO004006-P02;Two-brand stand with shared reception;56000,00;Lost;04/03/2025;18/05/2025;CMP-2025-REF;BEAUTY-2025;160,00;50400,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014396;CO001925;CO001925-P03;Custom stand for product launch;15600,00;Lost;05/06/2025;04/10/2025;CMP-2026-OUT;PACK-2025;24,00;15600,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014397;CO009844;CO009844-P02;Reuse of last edition's stand;60000,00; lost ;30/05/2025;26/09/2025;CMP-2024-WEB;LIVING-2025;120,00;66000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014398;CO007763;CO007763-P02;Corner stand with demonstration counter;80000,00;Lost;03/07/2025;24/10/2025;CMP-2024-WEB;FOOD-2025;160,00;88000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014399;CO005682;;Two-brand stand with shared reception;22400,00;Lost;02/11/2025;07/05/2026;CMP-2025-REF;BEAUTY-2026;64,00;20160,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014400;CO003601;CO003601-P01;Reuse of last edition's stand;15600,00; proposal ;07/06/2026;22/09/2026;;PACK-2026;24,00;14040,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014401;CO001520;CO001520-P02;Custom stand for product launch;20400,00;WON;20/02/2026;20/09/2026;CMP-2024-WEB;LIVING-2026;48,00;20400,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014402;CO009439;CO009439-P01;Reuse of last edition's stand;40000,00;Lost;03/04/2026;23/10/2026;;FOOD-2026;80,00;44000,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014403;CO007358;CO007358-P01;Reuse of last edition's stand;32000,00;Proposal;09/04/2026;05/06/2027;CMP-2024-WEB;BEAUTY-2027;64,00;35200,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014404;CO005277;CO005277-P01;Reuse of last edition's stand;42000,00;Open;22/03/2026;20/09/2027;CMP-2025-REF;PACK-2027;120,00;37800,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014405;CO003196;CO003196-P02;Exhibition stand with lockable storage;12000,00;Proposal;11/04/2026;26/10/2027;;LIVING-2027;24,00;10800,00;;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014406;CO001115;CO001115-P01;Two-brand stand with shared reception;8400,00; proposal ;15/04/2026;16/11/2027;CMP-2024-WEB;FOOD-2027;24,00;8400,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014407;CO009034;CO009034-P02;Custom stand for product launch;156000,00;Won;25/12/2023;15/05/2024;CMP-2024-WEB;BEAUTY-2024;240,00;156000,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014408;CO006953;CO006953-P03;Custom stand for product launch;27200,00;Won;21/04/2024;24/09/2024;CMP-2025-EVENT;PACK-2024;64,00;29920,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014409;CO004872;CO004872-P01;Modular stand with new graphics;38400,00;Lost;01/06/2024;14/09/2024;CMP-2024-WEB;LIVING-2024;48,00;38400,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014410;CO002791;CO002791-P01;Two-brand stand with shared reception;11200,00;WON;25/07/2024;18/11/2024;CMP-2024-WEB;FOOD-2024;32,00;12320,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014411;CO000710;CO000710-P03;Exhibition stand with lockable storage;68000,00;Won;02/02/2025;12/05/2025;CMP-2025-EVENT;BEAUTY-2025;160,00;61200,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014412;CO008629;CO008629-P01;Two-brand stand with shared reception;13600,00;WON;06/05/2025;29/09/2025;CMP-2025-EVENT;PACK-2025;32,00;12240,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014413;CO006548;CO006548-P02;Stand refurbishment and installation;10200,00;WON;21/04/2025;;CMP-2024-WEB;LIVING-2025;24,00;11220,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014414;CO004467;CO004467-P01;Exhibition stand with lockable storage;22400,00;Lost;20/03/2025;09/10/2025;CMP-2024-WEB;FOOD-2025;64,00;22400,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014415;CO002386;CO002386-P02;Reuse of last edition's stand;22400,00;WON;21/10/2025;06/05/2026;;BEAUTY-2026;64,00;22400,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014416;CO000305;;Island stand for distributor meetings;15600,00; lost ;24/04/2026;10/09/2026;CMP-2024-WEB;PACK-2026;24,00;14040,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014417;CO008224;CO008224-P02;Custom stand for product launch;16000,00;Proposal;28/06/2026;23/10/2026;CMP-2026-OUT;LIVING-2026;32,00;16000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014418;CO006143;CO006143-P01;Exhibition stand with lockable storage;102000,00; open ;07/07/2026;10/11/2026;CMP-2024-WEB;FOOD-2026;240,00;102000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014419;CO004062;CO004062-P01;Stand refurbishment and installation;120000,00;Won;05/06/2026;07/05/2027;CMP-2024-WEB;BEAUTY-2027;240,00;108000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014420;CO001981;CO001981-P01;Exhibition stand with lockable storage;76800,00; open ;08/04/2026;30/08/2027;CMP-2024-WEB;PACK-2027;96,00;76800,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014421;CO009900;CO009900-P01;Two-brand stand with shared reception;15600,00;WON;03/03/2026;22/09/2027;;LIVING-2027;24,00;15600,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014422;CO007819;CO007819-P01;Custom stand for product launch;20800,00; proposal ;15/04/2026;10/11/2027;CMP-2025-REF;FOOD-2027;32,00;18720,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014423;CO005738;CO005738-P03;Reuse of last edition's stand;20400,00;WON;11/01/2024;03/05/2024;CMP-2025-REF;BEAUTY-2024;48,00;18360,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014424;CO003657;CO003657-P01;Two-brand stand with shared reception;128000,00;Won;15/03/2024;20/09/2024;CMP-2025-EVENT;PACK-2024;160,00;115200,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014425;CO001576;CO001576-P02;Two-brand stand with shared reception;51000,00;Lost;04/05/2024;16/10/2024;CMP-2025-EVENT;LIVING-2024;120,00;45900,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014426;CO009495;CO009495-P01;Exhibition stand with lockable storage;68000,00;Lost;12/07/2024;15/10/2024;CMP-2024-WEB;FOOD-2024;160,00;74800,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014427;CO007414;CO007414-P02;Two-brand stand with shared reception;24000,00;Won;29/01/2025;09/05/2025;;BEAUTY-2025;48,00;26400,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014428;CO005333;CO005333-P02;Exhibition stand with lockable storage;11200,00; lost ;08/07/2025;02/09/2025;CMP-2024-WEB;PACK-2025;32,00;10080,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014429;CO003252;CO003252-P01;Two-brand stand with shared reception;20400,00;Lost;12/05/2025;18/10/2025;CMP-2026-OUT;LIVING-2025;48,00;22440,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014430;CO001171;CO001171-P01;Stand refurbishment and installation;31200,00;Lost;10/06/2025;24/10/2025;CMP-2025-EVENT;FOOD-2025;;28080,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014431;CO009090;CO009090-P01;Island stand for distributor meetings;25600,00; lost ;12/10/2025;25/04/2026;CMP-2025-REF;BEAUTY-2026;32,00;23040,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014432;CO007009;CO007009-P01;Island stand for distributor meetings;31200,00;Open;30/06/2026;03/10/2026;CMP-2025-EVENT;PACK-2026;48,00;;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014433;CO004928;;Stand refurbishment and installation;16000,00;QUALIFIED;12/04/2026;25/10/2026;;LIVING-2026;32,00;17600,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014434;CO002847;CO002847-P01;Custom stand for product launch;33600,00;QUALIFIED;04/08/2026;10/10/2026;;FOOD-2026;96,00;33600,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014435;CO000766;CO000766-P02;Two-brand stand with shared reception;11200,00; lost ;27/07/2026;10/05/2027;CMP-2026-OUT;BEAUTY-2027;32,00;10080,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014436;CO008685;CO008685-P01;Custom stand for product launch;68000,00; qualified ;02/08/2026;02/10/2027;CMP-2024-WEB;PACK-2027;160,00;61200,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014437;CO006604;CO006604-P02;Stand refurbishment and installation;40000,00; lost ;20/07/2026;21/09/2027;;LIVING-2027;80,00;44000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014438;CO004523;CO004523-P03;Island stand for distributor meetings;68000,00;Qualified;30/05/2026;17/11/2027;CMP-2024-WEB;FOOD-2027;160,00;68000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014439;CO002442;CO002442-P01;Corner stand with demonstration counter;62400,00;Lost;12/12/2023;04/06/2024;CMP-2025-EVENT;BEAUTY-2024;96,00;62400,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014440;CO000361;CO000361-P01;Exhibition stand with lockable storage;25600,00;WON;03/02/2024;29/08/2024;CMP-2024-WEB;PACK-2024;32,00;25600,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014441;CO008280;CO008280-P01;Two-brand stand with shared reception;11200,00;WON;03/08/2024;26/10/2024;CMP-2026-OUT;LIVING-2024;32,00;10080,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014442;CO006199;CO006199-P01;Custom stand for product launch;76800,00; lost ;27/03/2024;;CMP-2026-OUT;FOOD-2024;96,00;84480,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014443;CO004118;CO004118-P02;Corner stand with demonstration counter;76800,00;Lost;05/01/2025;11/05/2025;CMP-2025-EVENT;BEAUTY-2025;96,00;69120,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014444;CO002037;CO002037-P01;Modular stand with new graphics;52000,00;Lost;24/02/2025;29/08/2025;CMP-2024-WEB;PACK-2025;80,00;57200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014445;CO009956;CO009956-P01;Reuse of last edition's stand;41600,00;WON;15/05/2025;16/09/2025;CMP-2025-REF;LIVING-2025;64,00;45760,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014446;CO007875;CO007875-P01;Custom stand for product launch;20800,00; lost ;02/04/2025;15/10/2025;CMP-2026-OUT;FOOD-2025;32,00;22880,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014447;CO005794;CO005794-P02;Corner stand with demonstration counter;38400,00;WON;27/09/2025;20/05/2026;CMP-2024-WEB;BEAUTY-2026;48,00;34560,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014448;CO003713;CO003713-P01;Corner stand with demonstration counter;8400,00;OPEN;12/06/2026;05/10/2026;;PACK-2026;24,00;9240,00;;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014449;CO001632;CO001632-P01;Two-brand stand with shared reception;32000,00;Won;29/06/2026;20/10/2026;CMP-2026-OUT;LIVING-2026;64,00;28800,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014450;CO009551;;Stand refurbishment and installation;80000,00; open ;22/03/2026;20/10/2026;CMP-2025-EVENT;FOOD-2026;160,00;72000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014451;CO007470;CO007470-P01;Island stand for distributor meetings;38400,00; open ;26/02/2026;25/04/2027;;BEAUTY-2027;48,00;38400,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014452;CO005389;CO005389-P01;Custom stand for product launch;51200,00;WON;06/04/2026;29/09/2027;CMP-2025-EVENT;PACK-2027;64,00;46080,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014453;CO003308;CO003308-P03;Modular stand with new graphics;12000,00;Open;09/05/2026;27/10/2027;CMP-2025-REF;LIVING-2027;24,00;10800,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014454;CO001227;CO001227-P01;Stand refurbishment and installation;78000,00; qualified ;29/07/2026;02/11/2027;CMP-2024-WEB;FOOD-2027;120,00;70200,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014455;CO009146;CO009146-P02;Custom stand for product launch;13600,00; lost ;20/11/2023;28/05/2024;CMP-2026-OUT;BEAUTY-2024;32,00;14960,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014456;CO007065;CO007065-P01;Island stand for distributor meetings;52000,00;Lost;31/03/2024;22/09/2024;CMP-2025-EVENT;PACK-2024;80,00;57200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014457;CO004984;CO004984-P02;Island stand for distributor meetings;25600,00;WON;13/07/2024;21/10/2024;CMP-2026-OUT;LIVING-2024;32,00;23040,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014458;CO002903;CO002903-P02;Stand refurbishment and installation;41600,00;Lost;15/03/2024;28/10/2024;;FOOD-2024;64,00;41600,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014459;CO000822;CO000822-P01;Modular stand with new graphics;22400,00;Lost;11/12/2024;26/04/2025;CMP-2025-EVENT;BEAUTY-2025;64,00;22400,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014460;CO008741;CO008741-P01;Reuse of last edition's stand;27200,00;WON;01/05/2025;26/08/2025;;PACK-2025;64,00;27200,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014461;CO006660;CO006660-P01;Corner stand with demonstration counter;60000,00; lost ;21/03/2025;07/10/2025;CMP-2025-REF;LIVING-2025;120,00;54000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014462;CO004579;CO004579-P01;Stand refurbishment and installation;16800,00;WON;25/05/2025;07/11/2025;CMP-2026-OUT;FOOD-2025;48,00;18480,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014463;CO002498;CO002498-P01;Corner stand with demonstration counter;56000,00;Lost;17/03/2026;17/05/2026;CMP-2024-WEB;BEAUTY-2026;160,00;61600,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014464;CO000417;CO000417-P01;Reuse of last edition's stand;80000,00; open ;10/05/2026;31/08/2026;CMP-2024-WEB;PACK-2026;160,00;88000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014465;CO008336;CO008336-P03;Custom stand for product launch;78000,00;Open;23/07/2026;07/10/2026;CMP-2026-OUT;LIVING-2026;120,00;78000,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014466;CO006255;CO006255-P01;Stand refurbishment and installation;51200,00;Proposal;15/08/2026;24/10/2026;CMP-2024-WEB;FOOD-2026;64,00;46080,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014467;CO004174;;Corner stand with demonstration counter;25600,00;Proposal;15/08/2026;29/05/2027;;BEAUTY-2027;;23040,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014468;CO002093;CO002093-P03;Modular stand with new graphics;64000,00;Open;09/08/2026;12/09/2027;CMP-2025-EVENT;PACK-2027;80,00;64000,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014469;CO000012;CO000012-P01;Modular stand with new graphics;78000,00;OPEN;16/04/2026;10/10/2027;;LIVING-2027;120,00;85800,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014470;CO007931;CO007931-P02;Two-brand stand with shared reception;40800,00;Qualified;24/05/2026;09/11/2027;CMP-2024-WEB;FOOD-2027;96,00;44880,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014471;CO005850;CO005850-P01;Island stand for distributor meetings;19200,00;Lost;01/10/2023;;CMP-2024-WEB;BEAUTY-2024;24,00;17280,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014472;CO003769;CO003769-P01;Custom stand for product launch;19200,00;WON;01/07/2024;26/09/2024;CMP-2025-EVENT;PACK-2024;24,00;21120,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014473;CO001688;CO001688-P02;Stand refurbishment and installation;11200,00;Won;17/05/2024;23/09/2024;CMP-2025-EVENT;LIVING-2024;32,00;;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014474;CO009607;CO009607-P01;Reuse of last edition's stand;25600,00; lost ;31/05/2024;09/10/2024;CMP-2025-REF;FOOD-2024;32,00;25600,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014475;CO007526;CO007526-P01;Two-brand stand with shared reception;15600,00;WON;21/11/2024;05/05/2025;CMP-2026-OUT;BEAUTY-2025;24,00;14040,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014476;CO005445;CO005445-P01;Two-brand stand with shared reception;31200,00;Lost;27/02/2025;02/10/2025;CMP-2026-OUT;PACK-2025;48,00;28080,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014477;CO003364;CO003364-P02;Reuse of last edition's stand;31200,00;Lost;16/02/2025;10/10/2025;CMP-2025-REF;LIVING-2025;48,00;28080,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014478;CO001283;CO001283-P01;Reuse of last edition's stand;12000,00;Lost;06/05/2025;14/11/2025;CMP-2025-REF;FOOD-2025;24,00;10800,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014479;CO009202;CO009202-P02;Reuse of last edition's stand;78000,00;Won;25/11/2025;26/04/2026;CMP-2026-OUT;BEAUTY-2026;120,00;70200,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014480;CO007121;CO007121-P03;Reuse of last edition's stand;16800,00;Lost;01/07/2026;21/08/2026;CMP-2025-EVENT;PACK-2026;48,00;15120,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014481;CO005040;CO005040-P01;Reuse of last edition's stand;8400,00;QUALIFIED;02/03/2026;19/09/2026;CMP-2025-EVENT;LIVING-2026;24,00;7560,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014482;CO002959;CO002959-P01;Island stand for distributor meetings;10200,00;Qualified;30/04/2026;02/11/2026;CMP-2025-REF;FOOD-2026;24,00;10200,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
